http://dbpedia.org/ontology/MusicFestival	<http://dbpedia.org/ontology/numberOfPeopleAttending>	festival de música	None	63	138
http://dbpedia.org/ontology/MusicFestival	__total__	festival de música	__total__	138	138
http://dbpedia.org/ontology/Embryology	__total__	embriología	__total__	0	0
http://dbpedia.org/ontology/GeneLocation	__total__	GeneLocation	__total__	0	0
http://dbpedia.org/ontology/GivenName	__total__	primer nombre	__total__	0	0
http://dbpedia.org/ontology/GovernmentType	__total__	Tipo de Gobierno	__total__	0	0
http://dbpedia.org/ontology/HumanGeneLocation	__total__	HumanGeneLocation	__total__	0	0
http://dbpedia.org/ontology/Lymph	__total__	linfa	__total__	0	0
http://dbpedia.org/ontology/MouseGeneLocation	__total__	MouseGeneLocation	__total__	0	0
http://dbpedia.org/ontology/Name	__total__	nombre	__total__	0	0
http://dbpedia.org/ontology/Sales	__total__	venta	__total__	0	0
http://dbpedia.org/ontology/Surname	__total__	apellido	__total__	0	0
http://dbpedia.org/ontology/MusicFestival	<http://xmlns.com/foaf/0.1/depiction>	festival de música	None	1	138
http://dbpedia.org/ontology/FootballMatch	<http://dbpedia.org/ontology/city>	partido de fútbol	ciudad	16665	18711
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/city>	Juegos Olímpicos	ciudad	222	274
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/city>	evento deportivo	ciudad	16887	18985
http://dbpedia.org/ontology/MilitaryConflict	<http://dbpedia.org/ontology/combatant>	conflicto militar	combatiente	3640	3683
http://dbpedia.org/ontology/FootballMatch	<http://dbpedia.org/ontology/date>	partido de fútbol	fecha	109	18711
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/date>	evento deportivo	fecha	109	18985
http://dbpedia.org/ontology/Device	<http://dbpedia.org/ontology/height>	dispositivo	altura (μ)	27	660
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/homeStadium>	Juegos Olímpicos	casa estadio	114	274
http://dbpedia.org/ontology/MilitaryConflict	<http://dbpedia.org/ontology/isPartOfMilitaryConflict>	conflicto militar	es parte de un conflicto militar	9	3683
http://dbpedia.org/ontology/SpaceMission	__total__	misión espacial	__total__	0	0
http://dbpedia.org/ontology/FootballMatch	<http://dbpedia.org/ontology/location>	partido de fútbol	ubicación	14828	18711
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/location>	evento deportivo	ubicación	14828	18985
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/locationCountry>	Juegos Olímpicos	ubicación del país	237	274
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/locationCountry>	evento deportivo	ubicación del país	237	18985
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/longName>	Juegos Olímpicos	LongName	274	274
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/longName>	evento deportivo	LongName	274	18985
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/numberOfParticipatingAthletes>	Juegos Olímpicos	número de atletas participantes	200	274
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/numberOfParticipatingNations>	Juegos Olímpicos	número de naciones participantes	204	274
http://dbpedia.org/ontology/FootballMatch	<http://dbpedia.org/ontology/sport>	partido de fútbol	deporte	2049	18711
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/sport>	evento deportivo	deporte	2049	18985
http://dbpedia.org/ontology/FootballMatch	__total__	partido de fútbol	__total__	18711	18711
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/olympicOathSwornByJudge>	Juegos Olímpicos	None	15	274
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/torchBearer>	Juegos Olímpicos	None	50	274
http://dbpedia.org/ontology/Olympics	__total__	Juegos Olímpicos	__total__	274	274
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/officialOpenedBy>	Juegos Olímpicos	None	25	274
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/olympicOathSwornByAthlete>	Juegos Olímpicos	None	44	274
http://dbpedia.org/ontology/FootballMatch	<http://dbpedia.org/ontology/team>	partido de fútbol	equipo	14939	18711
http://dbpedia.org/ontology/Olympics	<http://dbpedia.org/ontology/type>	Juegos Olímpicos	tipo	1	274
http://dbpedia.org/ontology/Election	__total__	Elección	__total__	0	0
http://dbpedia.org/ontology/FilmFestival	__total__	festival de cine	__total__	0	0
http://dbpedia.org/ontology/GrandPrix	__total__	Grand Prix	__total__	0	0
http://dbpedia.org/ontology/Ideology	__total__	ideología	__total__	0	0
http://dbpedia.org/ontology/MixedMartialArtsEvent	__total__	evento de artes marciales mixtas	__total__	0	0
http://dbpedia.org/ontology/Race	__total__	raza	__total__	0	0
http://dbpedia.org/ontology/SoccerTournament	__total__	fútbol tournoment	__total__	0	0
http://dbpedia.org/ontology/SportsEvent	<http://dbpedia.org/ontology/olympicOathSwornByJudge>	evento deportivo	None	15	18985
http://dbpedia.org/ontology/TennisTournament	__total__	tenis torneo	__total__	0	0
http://dbpedia.org/ontology/WomensTennisAssociationTournament	__total__	Tenis Asociación de Mujeres torneo	__total__	0	0
http://dbpedia.org/ontology/WrestlingEvent	__total__	luchando evento	__total__	0	0
http://dbpedia.org/ontology/Year	__total__	año	__total__	0	0
http://dbpedia.org/ontology/YearInSpaceflight	__total__	año en los vuelos espaciales	__total__	0	0
http://dbpedia.org/ontology/Holiday	<http://dbpedia.org/ontology/country>	fiesta	país	1	349
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/diameter>	arma	diámetro (μ)	130	651
http://dbpedia.org/ontology/Device	<http://dbpedia.org/ontology/displacement>	dispositivo	desplazamiento (³ μ)	8	660
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/engine>	automóvil	motor	4	1813
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/height>	automóvil	altura (μ)	1	1813
http://dbpedia.org/ontology/MeanOfTransportation	<http://dbpedia.org/ontology/height>	medio de transporte	altura (μ)	1	5304
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/height>	arma	altura (μ)	27	651
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/length>	automóvil	longitud (μ)	1	1813
http://dbpedia.org/ontology/MeanOfTransportation	<http://dbpedia.org/ontology/length>	medio de transporte	longitud (μ)	1193	5304
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/length>	arma	longitud (μ)	457	651
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/manufacturer>	automóvil	fabricante	1387	1813
http://dbpedia.org/ontology/Device	<http://dbpedia.org/ontology/origin>	dispositivo	origen	33	660
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/origin>	arma	origen	33	651
http://dbpedia.org/ontology/PersonFunction	<http://dbpedia.org/ontology/person>	persona función	persona	141	1452
http://dbpedia.org/ontology/PersonFunction	<http://dbpedia.org/ontology/personName>	persona función	PersonName	323	1452
http://dbpedia.org/ontology/MeanOfTransportation	<http://dbpedia.org/ontology/shipDisplacement>	medio de transporte	desplazamiento (g)	1276	5304
http://dbpedia.org/ontology/MeanOfTransportation	<http://dbpedia.org/ontology/status>	medio de transporte	estado	1156	5304
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/type>	arma	tipo	40	651
http://dbpedia.org/ontology/Weapon	<http://dbpedia.org/ontology/weight>	arma	peso (g)	454	651
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/width>	automóvil	ancho (μ)	1	1813
http://dbpedia.org/ontology/Holiday	<http://xmlns.com/foaf/0.1/name>	fiesta	nombre	347	349
http://dbpedia.org/ontology/MeanOfTransportation	<http://xmlns.com/foaf/0.1/name>	medio de transporte	nombre	3363	5304
http://dbpedia.org/ontology/PersonFunction	<http://xmlns.com/foaf/0.1/name>	persona función	nombre	804	1452
http://dbpedia.org/ontology/Weapon	<http://xmlns.com/foaf/0.1/name>	arma	nombre	647	651
http://dbpedia.org/ontology/BiologicalDatabase	__total__	Base de datos biológicos	__total__	0	0
http://dbpedia.org/ontology/Database	__total__	Base de datos	__total__	0	0
http://dbpedia.org/ontology/Device	__total__	dispositivo	__total__	660	660
http://dbpedia.org/ontology/EthnicGroup	__total__	grupo étnico	__total__	0	0
http://dbpedia.org/ontology/Holiday	__total__	fiesta	__total__	349	349
http://dbpedia.org/ontology/Locomotive	__total__	locomotora	__total__	0	0
http://dbpedia.org/ontology/PersonFunction	__total__	persona función	__total__	1452	1452
http://dbpedia.org/ontology/PersonFunction	<http://dbpedia.org/ontology/title>	persona función	título	1446	1452
http://dbpedia.org/ontology/SpaceShuttle	__total__	transbordador espacial	__total__	0	0
http://dbpedia.org/ontology/Weapon	__total__	arma	__total__	651	651
http://dbpedia.org/ontology/Automobile	__total__	automóvil	__total__	1813	1813
http://dbpedia.org/ontology/Ship	__total__	barco	__total__	1933	1933
http://dbpedia.org/ontology/SpaceStation	__total__	estación espacial	__total__	0	0
http://dbpedia.org/ontology/Activity	<http://dbpedia.org/ontology/authority>	actividad	autoridad	31	47
http://dbpedia.org/ontology/Sport	<http://dbpedia.org/ontology/authority>	Deporte	autoridad	31	47
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/automobilePlatform>	automóvil	automóvil plataforma	1	1813
http://dbpedia.org/ontology/Activity	<http://dbpedia.org/ontology/category>	actividad	categoría	4	47
http://dbpedia.org/ontology/Sport	<http://dbpedia.org/ontology/category>	Deporte	categoría	4	47
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/class>	automóvil	clase	13	1813
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/cmykCoordinateBlack>	color	negro de coordenadas en el espacio CMYK	142	156
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/cmykCoordinateCyanic>	color	ciánico de coordenadas en el espacio CMYK	141	156
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/cmykCoordinateMagenta>	color	magenta coordenadas en el espacio CMYK	141	156
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/cmykCoordinateYellow>	color	coordenadas de color amarillo en el espacio CMYK	142	156
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/designer>	automóvil	diseñador	285	1813
http://dbpedia.org/ontology/Activity	<http://dbpedia.org/ontology/gender>	actividad	género	2	47
http://dbpedia.org/ontology/Sport	<http://dbpedia.org/ontology/gender>	Deporte	género	2	47
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/hsvCoordinateHue>	color	matiz de coordenadas en el espacio de color HSV	153	156
http://dbpedia.org/ontology/Activity	__total__	actividad	__total__	47	47
http://dbpedia.org/ontology/Sport	__total__	Deporte	__total__	47	47
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/hsvCoordinateSaturation>	color	saturación de coordenadas en el espacio de color HSV	156	156
http://dbpedia.org/ontology/Activity	<http://dbpedia.org/ontology/location>	actividad	ubicación	8	47
http://dbpedia.org/ontology/Sport	<http://dbpedia.org/ontology/location>	Deporte	ubicación	8	47
http://dbpedia.org/ontology/Ship	<http://dbpedia.org/ontology/shipBeam>	barco	buque viga (μ)	1169	1933
http://dbpedia.org/ontology/Ship	<http://dbpedia.org/ontology/shipDisplacement>	barco	desplazamiento (g)	1276	1933
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/hsvCoordinateValue>	color	valor de la coordenada en el espacio de color HSV	156	156
http://dbpedia.org/ontology/Ship	<http://dbpedia.org/ontology/length>	barco	longitud (μ)	1192	1933
http://dbpedia.org/ontology/Colour	__total__	color	__total__	156	156
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/predecessor>	automóvil	predecesor	577	1813
http://dbpedia.org/ontology/Food	<http://dbpedia.org/ontology/related>	Alimento	relacionados	28	95
http://dbpedia.org/ontology/Ship	<http://dbpedia.org/ontology/shipDraft>	barco	barco borrador (μ)	991	1933
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/weight>	automóvil	peso (g)	245	1813
http://dbpedia.org/ontology/Flag	__total__	bandera	__total__	0	0
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/rgbCoordinateBlue>	color	bluecoordinate en el espacio RGB	156	156
http://dbpedia.org/ontology/Game	__total__	juego	__total__	0	0
http://dbpedia.org/ontology/MusicGenre	__total__	género musical	__total__	0	0
http://dbpedia.org/ontology/Rocket	__total__	cohete	__total__	0	0
http://dbpedia.org/ontology/SnookerWorldRanking	__total__	snooker ranking mundial	__total__	0	0
http://dbpedia.org/ontology/Spacecraft	__total__	astronave	__total__	0	0
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/rgbCoordinateGreen>	color	verde de coordenadas en el espacio RGB	156	156
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/rgbCoordinateRed>	color	rojo de coordenadas en el espacio RGB	156	156
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/successor>	automóvil	sucesor	495	1813
http://dbpedia.org/ontology/Activity	<http://dbpedia.org/ontology/teamSize>	actividad	equipo de tamaño	16	47
http://dbpedia.org/ontology/Sport	<http://dbpedia.org/ontology/teamSize>	Deporte	equipo de tamaño	16	47
http://dbpedia.org/ontology/Ship	<http://dbpedia.org/ontology/topSpeed>	barco	velocidad (kmh)	14	1933
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/transmission>	automóvil	transmisión	8	1813
http://dbpedia.org/ontology/Automobile	<http://dbpedia.org/ontology/variantOf>	automóvil	variante o variación	490	1813
http://dbpedia.org/ontology/Colour	<http://dbpedia.org/ontology/variantOf>	color	variante o variación	25	156
http://dbpedia.org/ontology/Automobile	<http://xmlns.com/foaf/0.1/name>	automóvil	nombre	1805	1813
http://dbpedia.org/ontology/Activity	<http://xmlns.com/foaf/0.1/name>	actividad	nombre	46	47
http://dbpedia.org/ontology/Sport	<http://xmlns.com/foaf/0.1/name>	Deporte	nombre	46	47
http://dbpedia.org/ontology/Colour	<http://xmlns.com/foaf/0.1/name>	color	nombre	109	156
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/aSide>	trabajar	un lado	525	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/chiefEditor>	trabajar	editor jefe	17	59495
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/colour>	bebida	color	3	95
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/completionDate>	trabajar	fecha de finalización	23	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/composer>	trabajar	compositor	308	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/computingMedia>	trabajar	Medios Informática	26	59495
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/distributor>	bebida	distribuidor	42	95
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/hasVariant>	bebida	variante o variación	12	95
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/height>	trabajar	altura (μ)	1325	59495
http://dbpedia.org/ontology/Beverage	__total__	bebida	__total__	95	95
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/manufacturer>	bebida	fabricante	5	95
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/nonFictionSubject>	trabajar	no ficción sujeto	381	59495
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/origin>	bebida	origen	70	95
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/related>	bebida	relacionados	28	95
http://dbpedia.org/ontology/Beverage	<http://dbpedia.org/ontology/type>	bebida	tipo	83	95
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/writer>	trabajar	escritor	7123	59495
http://dbpedia.org/ontology/Beverage	<http://xmlns.com/foaf/0.1/homepage>	bebida	página principal	30	95
http://dbpedia.org/ontology/Beverage	<http://xmlns.com/foaf/0.1/name>	bebida	nombre	93	95
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/budget>	trabajar	presupuesto ($)	1911	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/designer>	trabajar	diseñador	788	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/distributor>	trabajar	distribuidor	6440	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/endingTheme>	trabajar	ending	9	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/genre>	trabajar	género	29934	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/imdbId>	trabajar	Identificación del IMDB	9115	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/language>	trabajar	idioma	7121	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/openingTheme>	trabajar	opening theme	284	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/operatingSystem>	trabajar	sistema operativo	1763	59495
http://dbpedia.org/ontology/Work	<http://dbpedia.org/ontology/publicationDate>	trabajar	fecha de publicación	5	59495
