emancipation-nn' emancipate-vb'
chemosorption-nn' chemisorb-vb'
lampoon-nn' lampoon-vb'
desiccant-nn' desiccate-vb'
pilotage-nn' pilot-vb'
reforestation-nn' reforest-vb'
president-nn' preside-vb'
prologue-nn' prologize-vb'
booster-nn' boost-vb'
regret-nn' regret-vb'
email-nn' email-vb'
biff-nn' biff-vb'
administration-nn' administer-vb'
wiretap-nn' wiretap-vb'
replica-nn' replicate-vb'
meddler-nn' meddle-vb'
thinner-nn' thin-vb'
scud-nn' scud-vb'
lessor-nn' let-vb'
rivetter-nn' rivet-vb'
chlorination-nn' chlorinate-vb'
elucidation-nn' elucidate-vb'
rhumba-nn' rhumba-vb'
avowal-nn' avow-vb'
jerk-off-nn' jerk-off-vb'
overload-nn' overload-vb'
driveller-nn' drivel-vb'
hound-nn' hound-vb'
telling-nn' tell-vb'
background-nn' background-vb'
impulsion-nn' impel-vb'
engraver-nn' engrave-vb'
cool-nn' cool-vb'
debauch-nn' debauch-vb'
teeoff-nn' tee-off-vb'
participation-nn' participate-vb'
wearer-nn' wear-vb'
crystallisation-nn' crystallise-vb'
blacktopping-nn' blacktop-vb'
slavery-nn' slave-vb'
proportion-nn' proportion-vb'
copulation-nn' copulate-vb'
whirler-nn' whirl-vb'
lagging-nn' lag-vb'
shrug-nn' shrug-vb'
harangue-nn' harangue-vb'
acquiring-nn' acquire-vb'
butchery-nn' butcher-vb'
cookery-nn' cook-vb'
despising-nn' despise-vb'
stowaway-nn' stow-away-vb'
judging-nn' judge-vb'
sniff-nn' sniff-vb'
sportscaster-nn' sportscast-vb'
nutrition-nn' nutrify-vb'
cork-nn' cork-vb'
clerking-nn' clerk-vb'
aphorism-nn' aphorize-vb'
aphorism-nn' aphorise-vb'
equation-nn' equate-vb'
errancy-nn' err-vb'
stare-nn' stare-vb'
rocketry-nn' rocket-vb'
vulgarisation-nn' vulgarise-vb'
propitiation-nn' propitiate-vb'
focusing-nn' focus-vb'
exoneration-nn' exonerate-vb'
sanitation-nn' sanitate-vb'
issue-nn' issue-vb'
de-iodination-nn' de-iodinate-vb'
pet-nn' pet-vb'
flit-nn' flit-vb'
violation-nn' violate-vb'
informing-nn' inform-vb'
reliving-nn' relive-vb'
cowhide-nn' cowhide-vb'
tripper-nn' trip-vb'
augmentation-nn' augment-vb'
publicist-nn' publicize-vb'
publicist-nn' publicise-vb'
fiction-nn' fictionalize-vb'
materialisation-nn' materialise-vb'
mechanization-nn' mechanize-vb'
depilator-nn' depilate-vb'
tincture-nn' tinge-vb'
tincture-nn' tincture-vb'
reverence-nn' revere-vb'
reverence-nn' reverence-vb'
muse-nn' muse-vb'
bootleg-nn' bootleg-vb'
trencher-nn' trench-vb'
wishing-nn' wish-vb'
camber-nn' camber-vb'
coiffure-nn' coiffure-vb'
coiffure-nn' coif-vb'
admixture-nn' admix-vb'
crowd-nn' crowd-vb'
fracture-nn' fracture-vb'
atonement-nn' atone-vb'
bilge-nn' bilge-vb'
emulsifier-nn' emulsify-vb'
dimension-nn' dimension-vb'
goldbricking-nn' goldbrick-vb'
trampling-nn' trample-vb'
pith-nn' pith-vb'
spotting-nn' spot-vb'
denaturant-nn' denature-vb'
doubter-nn' doubt-vb'
preview-nn' preview-vb'
decoration-nn' decorate-vb'
wriggle-nn' wriggle-vb'
sentimentalization-nn' sentimentalize-vb'
motor-nn' motor-vb'
motor-nn' motorize-vb'
picture-nn' picture-vb'
picture-nn' depict-vb'
signer-nn' sign-vb'
juncture-nn' join-vb'
radio-nn' radio-vb'
snick-nn' snick-vb'
space-nn' space-vb'
overreaction-nn' overreact-vb'
commendation-nn' commend-vb'
sweeper-nn' sweep-vb'
pacer-nn' pace-vb'
upbraider-nn' upbraid-vb'
liquefaction-nn' liquefy-vb'
plane-nn' plane-vb'
toboggan-nn' toboggan-vb'
vacationist-nn' vacation-vb'
trainee-nn' train-vb'
manumitter-nn' manumit-vb'
pressing-nn' press-vb'
reunification-nn' reunify-vb'
lubricator-nn' lubricate-vb'
exteriorization-nn' exteriorize-vb'
detonation-nn' detonate-vb'
lineation-nn' line-vb'
tumbling-nn' tumble-vb'
cart-nn' cart-vb'
beginning-nn' begin-vb'
wandering-nn' wander-vb'
deaminization-nn' deaminize-vb'
layer-nn' layer-vb'
layer-nn' lay-vb'
actor-nn' act-vb'
signal-nn' signalize-vb'
signal-nn' signal-vb'
revelation-nn' reveal-vb'
desiccation-nn' desiccate-vb'
capital-nn' capitalize-vb'
capital-nn' capitalise-vb'
compilation-nn' compile-vb'
holdfast-nn' hold-fast-vb'
theologiser-nn' theologise-vb'
informant-nn' inform-vb'
incarceration-nn' incarcerate-vb'
quarry-nn' quarry-vb'
sprawl-nn' sprawl-vb'
keen-nn' keen-vb'
enlargement-nn' enlarge-vb'
sputter-nn' sputter-vb'
running-nn' run-vb'
chauffeur-nn' chauffeur-vb'
diffraction-nn' diffract-vb'
size-nn' size-vb'
glance-nn' glance-vb'
avenger-nn' avenge-vb'
orphanage-nn' orphan-vb'
pension-nn' pension-vb'
bastinado-nn' bastinado-vb'
disenfranchisement-nn' disenfranchise-vb'
syllabification-nn' syllabify-vb'
stripping-nn' strip-vb'
crisscross-nn' crisscross-vb'
whinny-nn' whinny-vb'
auditor-nn' audit-vb'
lyric-nn' lyric-vb'
victual-nn' victual-vb'
graduate-nn' graduate-vb'
shifter-nn' shift-vb'
dredger-nn' dredge-vb'
grime-nn' grime-vb'
filling-nn' fill-vb'
topicalization-nn' topicalize-vb'
partner-nn' partner-vb'
absolver-nn' absolve-vb'
existence-nn' exist-vb'
kneel-nn' kneel-vb'
recantation-nn' recant-vb'
profile-nn' profile-vb'
cooper-nn' cooper-vb'
coloring-nn' color-vb'
rootage-nn' root-vb'
apery-nn' ape-vb'
wilting-nn' wilt-vb'
hinge-nn' hinge-vb'
guillotine-nn' guillotine-vb'
hemorrhage-nn' hemorrhage-vb'
encore-nn' encore-vb'
summation-nn' sum-vb'
complainer-nn' complain-vb'
slip-nn' slip-vb'
presupposition-nn' presuppose-vb'
blandishment-nn' blandish-vb'
gaze-nn' gaze-vb'
numbering-nn' number-vb'
situation-nn' situate-vb'
wrapping-nn' wrap-vb'
prompter-nn' prompt-vb'
cartage-nn' cart-vb'
inherence-nn' inhere-vb'
overrun-nn' overrun-vb'
jolly-nn' jolly-vb'
visitor-nn' visit-vb'
tolerance-nn' tolerate-vb'
rust-nn' rust-vb'
philosophizer-nn' philosophize-vb'
machinator-nn' machinate-vb'
soldiering-nn' soldier-vb'
manicurist-nn' manicure-vb'
convalescence-nn' convalesce-vb'
tilt-nn' tilt-vb'
visualisation-nn' visualise-vb'
swish-nn' swish-vb'
abolition-nn' abolish-vb'
eavesdropper-nn' eavesdrop-vb'
affirmation-nn' affirm-vb'
buckram-nn' buckram-vb'
anathema-nn' anathematize-vb'
unsnarling-nn' unsnarl-vb'
digitisation-nn' digitise-vb'
skyrocket-nn' skyrocket-vb'
pluck-nn' pluck-vb'
correspondence-nn' correspond-vb'
disturbance-nn' disturb-vb'
shocker-nn' shock-vb'
speculation-nn' speculate-vb'
withholding-nn' withhold-vb'
intersection-nn' intersect-vb'
postage-nn' post-vb'
overcapitalization-nn' overcapitalize-vb'
compiling-nn' compile-vb'
overindulgence-nn' overindulge-vb'
tittle-tattle-nn' tittle-tattle-vb'
misdeal-nn' misdeal-vb'
insinuation-nn' insinuate-vb'
shipping-nn' ship-vb'
lunge-nn' lunge-vb'
kick-nn' kick-vb'
caterer-nn' cater-vb'
braid-nn' braid-vb'
creditor-nn' credit-vb'
posting-nn' post-vb'
crop-nn' crop-vb'
silver-nn' silver-vb'
light-nn' light-vb'
acting-nn' act-vb'
garter-nn' garter-vb'
rumen-nn' ruminate-vb'
drudge-nn' drudge-vb'
ape-nn' ape-vb'
achievement-nn' achieve-vb'
facsimile-nn' facsimile-vb'
double-cross-nn' double-cross-vb'
bob-nn' bob-vb'
pearl-nn' pearl-vb'
distraction-nn' distract-vb'
quickening-nn' quicken-vb'
spreading-nn' spread-vb'
pilferage-nn' pilfer-vb'
dribbler-nn' dribble-vb'
swash-nn' swash-vb'
flub-nn' flub-vb'
standardizer-nn' standardize-vb'
scratcher-nn' scratch-vb'
arrest-nn' arrest-vb'
snowmobile-nn' snowmobile-vb'
hunt-nn' hunt-vb'
exporter-nn' export-vb'
stinker-nn' stink-vb'
steriliser-nn' sterilise-vb'
pass-nn' pass-vb'
whitener-nn' whiten-vb'
daubing-nn' daub-vb'
cement-nn' cement-vb'
snake-nn' snake-vb'
vitalization-nn' vitalize-vb'
dissent-nn' dissent-vb'
complexion-nn' complect-vb'
complexion-nn' complexion-vb'
utilizer-nn' utilize-vb'
laborer-nn' labor-vb'
condemnation-nn' condemn-vb'
satellite-nn' satellite-vb'
misalignment-nn' misalign-vb'
hee-haw-nn' hee-haw-vb'
cogitation-nn' cogitate-vb'
concrete-nn' concrete-vb'
kennel-nn' kennel-vb'
bait-nn' bait-vb'
setting-nn' set-vb'
stargazing-nn' stargaze-vb'
snacker-nn' snack-vb'
haranguer-nn' harangue-vb'
breakout-nn' break-out-vb'
sucker-nn' suck-vb'
solidifying-nn' solidify-vb'
merchandising-nn' merchandise-vb'
skin-nn' skin-vb'
darter-nn' dart-vb'
ponderer-nn' ponder-vb'
bale-nn' bale-vb'
soot-nn' soot-vb'
roller-skater-nn' roller-skate-vb'
machinist-nn' machine-vb'
bankruptcy-nn' bankrupt-vb'
shape-nn' shape-vb'
honk-nn' honk-vb'
spaying-nn' spay-vb'
request-nn' request-vb'
expatiation-nn' expatiate-vb'
forsaking-nn' forsake-vb'
toleration-nn' tolerate-vb'
gather-nn' gather-vb'
withdrawal-nn' withdraw-vb'
monopolist-nn' monopolise-vb'
monopolist-nn' monopolize-vb'
harvester-nn' harvest-vb'
shame-nn' shame-vb'
click-nn' click-vb'
deformation-nn' deform-vb'
gift-wrapping-nn' gift-wrap-vb'
vocaliser-nn' vocalise-vb'
lamenter-nn' lament-vb'
bolshevik-nn' bolshevize-vb'
bolshevik-nn' bolshevise-vb'
jeer-nn' jeer-vb'
walk-nn' walk-vb'
fancier-nn' fancy-vb'
bottleneck-nn' bottleneck-vb'
penetration-nn' penetrate-vb'
fibrillation-nn' fibrillate-vb'
shrimper-nn' shrimp-vb'
luggage-nn' lug-vb'
compartmentalisation-nn' compartmentalise-vb'
root-nn' root-vb'
sanitisation-nn' sanitise-vb'
claw-nn' claw-vb'
disgrace-nn' disgrace-vb'
idolization-nn' idolize-vb'
scouting-nn' scout-vb'
wailing-nn' wail-vb'
cobbler-nn' cobble-vb'
undernourishment-nn' undernourish-vb'
propagation-nn' propagate-vb'
repeating-nn' repeat-vb'
honeymooner-nn' honeymoon-vb'
duplication-nn' duplicate-vb'
hypertrophy-nn' hypertrophy-vb'
back-nn' back-vb'
affront-nn' affront-vb'
solicitor-nn' solicit-vb'
immolation-nn' immolate-vb'
prolongation-nn' prolong-vb'
readmission-nn' readmit-vb'
plasterer-nn' plaster-vb'
specification-nn' specify-vb'
enumeration-nn' enumerate-vb'
dive-bomber-nn' dive-bomb-vb'
smoker-nn' smoke-vb'
hustler-nn' hustle-vb'
bitchery-nn' bitch-vb'
carrier-nn' carry-vb'
twaddler-nn' twaddle-vb'
puzzler-nn' puzzle-vb'
murmurer-nn' murmur-vb'
subsidence-nn' subside-vb'
sufferance-nn' suffer-vb'
two-step-nn' two-step-vb'
dwelling-nn' dwell-vb'
abasement-nn' abase-vb'
howl-nn' howl-vb'
closeout-nn' close-out-vb'
preexistence-nn' preexist-vb'
waterproof-nn' waterproof-vb'
monkey-nn' monkey-vb'
crowding-nn' crowd-vb'
sport-nn' sport-vb'
nail-nn' nail-vb'
incision-nn' incise-vb'
cicatrix-nn' cicatrize-vb'
cicatrix-nn' cicatrise-vb'
gouge-nn' gouge-vb'
resection-nn' resect-vb'
vociferator-nn' vociferate-vb'
dressing-nn' dress-vb'
climate-nn' acclimate-vb'
climate-nn' acclimatise-vb'
climate-nn' acclimatize-vb'
tyrant-nn' tyrannize-vb'
vindication-nn' vindicate-vb'
masker-nn' mask-vb'
ejaculator-nn' ejaculate-vb'
schmoozer-nn' schmooze-vb'
cry-nn' cry-vb'
garage-nn' garage-vb'
sequencer-nn' sequence-vb'
gainer-nn' gain-vb'
plunk-nn' plunk-vb'
pledger-nn' pledge-vb'
counselor-nn' counsel-vb'
amortization-nn' amortize-vb'
inventor-nn' invent-vb'
recoverer-nn' recover-vb'
tabulation-nn' tabulate-vb'
flick-nn' flick-vb'
modification-nn' modify-vb'
subsidization-nn' subsidize-vb'
picturing-nn' picture-vb'
chug-nn' chug-vb'
provision-nn' provision-vb'
provision-nn' provide-vb'
noose-nn' noose-vb'
reinforcement-nn' reinforce-vb'
soldering-nn' solder-vb'
bounce-nn' bounce-vb'
double-check-nn' double-check-vb'
elicitation-nn' elicit-vb'
solarisation-nn' solarise-vb'
torpedo-nn' torpedo-vb'
stabling-nn' stable-vb'
funding-nn' fund-vb'
paneling-nn' panel-vb'
stowing-nn' stow-vb'
refreshment-nn' refresh-vb'
declination-nn' decline-vb'
gyp-nn' gyp-vb'
shave-nn' shave-vb'
coddler-nn' coddle-vb'
kneeling-nn' kneel-vb'
deactivation-nn' deactivate-vb'
abashment-nn' abash-vb'
plagiarization-nn' plagiarize-vb'
wharf-nn' wharf-vb'
park-nn' park-vb'
congregation-nn' congregate-vb'
massage-nn' massage-vb'
vulcanisation-nn' vulcanise-vb'
offender-nn' offend-vb'
dishonor-nn' dishonor-vb'
perfection-nn' perfect-vb'
rouser-nn' rouse-vb'
process-nn' process-vb'
howling-nn' howl-vb'
inundation-nn' inundate-vb'
divestiture-nn' divest-vb'
filing-nn' file-vb'
devise-nn' devise-vb'
stuffer-nn' stuff-vb'
perambulation-nn' perambulate-vb'
intumescency-nn' intumesce-vb'
flounce-nn' flounce-vb'
tapping-nn' tap-vb'
alarmist-nn' alarm-vb'
forecasting-nn' forecast-vb'
indoctrination-nn' indoctrinate-vb'
flanker-nn' flank-vb'
ramble-nn' ramble-vb'
anthropomorphism-nn' anthropomorphize-vb'
anthropomorphism-nn' anthropomorphise-vb'
escape-nn' escape-vb'
backing-nn' back-vb'
putt-nn' putt-vb'
suspension-nn' suspend-vb'
counsellor-nn' counsel-vb'
desecration-nn' desecrate-vb'
instrumentation-nn' instrument-vb'
gulping-nn' gulp-vb'
chicanery-nn' chicane-vb'
imputation-nn' impute-vb'
electroplate-nn' electroplate-vb'
shag-nn' shag-vb'
wooing-nn' woo-vb'
travelling-nn' travel-vb'
strikeout-nn' strike-out-vb'
maturement-nn' mature-vb'
superintendent-nn' superintend-vb'
financing-nn' finance-vb'
fling-nn' fling-vb'
sandblast-nn' sandblast-vb'
follower-nn' follow-vb'
departer-nn' depart-vb'
bloomer-nn' bloom-vb'
parting-nn' part-vb'
conservation-nn' conserve-vb'
pretension-nn' pretend-vb'
curl-nn' curl-vb'
emitter-nn' emit-vb'
scotch-nn' scotch-vb'
carjacking-nn' carjack-vb'
mating-nn' mate-vb'
entrance-nn' enter-vb'
merchandise-nn' merchandise-vb'
signification-nn' signify-vb'
pluralization-nn' pluralize-vb'
mortise-nn' mortise-vb'
discredit-nn' discredit-vb'
stroller-nn' stroll-vb'
sufferer-nn' suffer-vb'
fusillade-nn' fusillade-vb'
ftp-nn' ftp-vb'
aliment-nn' aliment-vb'
washer-nn' wash-vb'
table-nn' tabulate-vb'
overvaluation-nn' overvalue-vb'
archaist-nn' archaize-vb'
archaist-nn' archaise-vb'
dissolvent-nn' dissolve-vb'
cross-examination-nn' cross-examine-vb'
drip-nn' drip-vb'
directive-nn' direct-vb'
dismay-nn' dismay-vb'
splurge-nn' splurge-vb'
acclimation-nn' acclimate-vb'
deceiver-nn' deceive-vb'
coolant-nn' cool-vb'
rotting-nn' rot-vb'
hassle-nn' hassle-vb'
plunge-nn' plunge-vb'
applicant-nn' apply-vb'
tosser-nn' toss-vb'
colonization-nn' colonize-vb'
desquamation-nn' desquamate-vb'
beginner-nn' begin-vb'
vindicator-nn' vindicate-vb'
blaze-nn' blaze-vb'
stabilization-nn' stabilize-vb'
screwup-nn' screw-up-vb'
arrogation-nn' arrogate-vb'
quaff-nn' quaff-vb'
rescission-nn' rescind-vb'
victimizer-nn' victimize-vb'
enclosing-nn' enclose-vb'
intention-nn' intend-vb'
bound-nn' bound-vb'
derangement-nn' derange-vb'
nurturance-nn' nurture-vb'
analysis-nn' analyze-vb'
expropriation-nn' expropriate-vb'
susurration-nn' susurrate-vb'
regress-nn' regress-vb'
inclination-nn' incline-vb'
indication-nn' indicate-vb'
hurting-nn' hurt-vb'
lapidation-nn' lapidate-vb'
muscle-nn' muscle-vb'
sophistication-nn' sophisticate-vb'
terminus-nn' terminate-vb'
edification-nn' edify-vb'
discord-nn' discord-vb'
binder-nn' bind-vb'
lumber-nn' lumber-vb'
birdlime-nn' birdlime-vb'
sitting-nn' sit-vb'
symbolisation-nn' symbolise-vb'
badge-nn' badge-vb'
importation-nn' import-vb'
grounding-nn' ground-vb'
failing-nn' fail-vb'
tinsel-nn' tinsel-vb'
maraud-nn' maraud-vb'
protestation-nn' protest-vb'
flyer-nn' fly-vb'
whicker-nn' whicker-vb'
individualization-nn' individualize-vb'
bewitchery-nn' bewitch-vb'
slacking-nn' slack-vb'
operator-nn' operate-vb'
socialization-nn' socialize-vb'
hatching-nn' hatch-vb'
hood-nn' hood-vb'
pace-nn' pace-vb'
connection-nn' connect-vb'
fixer-nn' fix-vb'
bully-nn' bully-vb'
straightener-nn' straighten-vb'
pantomimist-nn' pantomime-vb'
graft-nn' graft-vb'
arrival-nn' arrive-vb'
multiplier-nn' multiply-vb'
swinging-nn' swing-vb'
retailing-nn' retail-vb'
plowing-nn' plow-vb'
amelioration-nn' ameliorate-vb'
covariance-nn' co-vary-vb'
thought-nn' think-vb'
coruscation-nn' coruscate-vb'
possession-nn' possess-vb'
stitchery-nn' stitch-vb'
fording-nn' ford-vb'
cessation-nn' cease-vb'
humanization-nn' humanize-vb'
dart-nn' dart-vb'
epitome-nn' epitomise-vb'
epitome-nn' epitomize-vb'
tiptoe-nn' tiptoe-vb'
bloat-nn' bloat-vb'
pantomimer-nn' pantomime-vb'
venter-nn' vent-vb'
respite-nn' respite-vb'
package-nn' pack-vb'
package-nn' package-vb'
territorialisation-nn' territorialise-vb'
drape-nn' drape-vb'
nudge-nn' nudge-vb'
rev-nn' rev-vb'
mistaking-nn' mistake-vb'
servicing-nn' service-vb'
welsher-nn' welsh-vb'
decanter-nn' decant-vb'
court-nn' court-vb'
contestee-nn' contest-vb'
steering-nn' steer-vb'
graduation-nn' graduate-vb'
hug-nn' hug-vb'
flaunt-nn' flaunt-vb'
float-nn' float-vb'
interpreting-nn' interpret-vb'
recoil-nn' recoil-vb'
exception-nn' except-vb'
prolapse-nn' prolapse-vb'
sprouting-nn' sprout-vb'
abhorrence-nn' abhor-vb'
tanning-nn' tan-vb'
hammering-nn' hammer-vb'
astonishment-nn' astonish-vb'
vocalisation-nn' vocalise-vb'
affix-nn' affix-vb'
crosshatch-nn' crosshatch-vb'
spade-nn' spade-vb'
postulate-nn' postulate-vb'
descent-nn' descend-vb'
cross-examiner-nn' cross-examine-vb'
subjugator-nn' subjugate-vb'
stance-nn' stand-vb'
cosh-nn' cosh-vb'
forage-nn' forage-vb'
peroxide-nn' peroxide-vb'
demineralization-nn' demineralize-vb'
exceedance-nn' exceed-vb'
nick-nn' nick-vb'
hymn-nn' hymn-vb'
delight-nn' delight-vb'
blanket-nn' blanket-vb'
vilifier-nn' vilify-vb'
generator-nn' generate-vb'
letup-nn' let-up-vb'
undertaking-nn' undertake-vb'
sharer-nn' share-vb'
sodomy-nn' sodomise-vb'
sodomy-nn' sodomize-vb'
interchange-nn' interchange-vb'
plough-nn' plough-vb'
locater-nn' locate-vb'
waiter-nn' wait-vb'
appellant-nn' appeal-vb'
embarrassment-nn' embarrass-vb'
evisceration-nn' eviscerate-vb'
brand-nn' brand-vb'
abridgement-nn' abridge-vb'
disestablishment-nn' disestablish-vb'
espial-nn' espy-vb'
solution-nn' solve-vb'
alligator-nn' alligator-vb'
losings-nn' lose-vb'
introjection-nn' introject-vb'
dismantlement-nn' dismantle-vb'
marriage-nn' marry-vb'
severance-nn' sever-vb'
mimic-nn' mimic-vb'
dramatist-nn' dramatize-vb'
dramatist-nn' dramatise-vb'
scuff-nn' scuff-vb'
closure-nn' close-vb'
closure-nn' closure-vb'
disengagement-nn' disengage-vb'
rake-off-nn' rake-off-vb'
overhang-nn' overhang-vb'
babble-nn' babble-vb'
polka-nn' polka-vb'
mollycoddler-nn' mollycoddle-vb'
overlay-nn' overlay-vb'
mythologization-nn' mythologize-vb'
drubbing-nn' drub-vb'
sympathy-nn' sympathize-vb'
sympathy-nn' sympathise-vb'
constipation-nn' constipate-vb'
thrash-nn' thrash-vb'
total-nn' total-vb'
ghetto-nn' ghettoize-vb'
guesstimate-nn' guesstimate-vb'
bungle-nn' bungle-vb'
impact-nn' impact-vb'
office-nn' officiate-vb'
burrow-nn' burrow-vb'
drug-nn' drug-vb'
re-creation-nn' re-create-vb'
foreordination-nn' foreordain-vb'
splattering-nn' splatter-vb'
destroyer-nn' destroy-vb'
heel-nn' heel-vb'
bevel-nn' bevel-vb'
blocking-nn' block-vb'
sandbagger-nn' sandbag-vb'
gutter-nn' gut-vb'
gutter-nn' gutter-vb'
schemer-nn' scheme-vb'
counselling-nn' counsel-vb'
recruiter-nn' recruit-vb'
energizing-nn' energize-vb'
hypostasis-nn' hypostatize-vb'
grappling-nn' grapple-vb'
sealer-nn' seal-vb'
sprint-nn' sprint-vb'
countersink-nn' countersink-vb'
dispensary-nn' dispense-vb'
overprotection-nn' overprotect-vb'
imagination-nn' imagine-vb'
annunciator-nn' annunciate-vb'
refinisher-nn' refinish-vb'
bootlicker-nn' bootlick-vb'
wedding-nn' wed-vb'
analyser-nn' analyse-vb'
anglicisation-nn' anglicise-vb'
aspirer-nn' aspire-vb'
puddle-nn' puddle-vb'
hindrance-nn' hinder-vb'
ploughing-nn' plough-vb'
trouncing-nn' trounce-vb'
generalization-nn' generalize-vb'
muggee-nn' mug-vb'
arrangement-nn' arrange-vb'
turn-nn' turn-vb'
persistency-nn' persist-vb'
hyperventilation-nn' hyperventilate-vb'
fructification-nn' fructify-vb'
trudger-nn' trudge-vb'
despoiler-nn' despoil-vb'
carpenter-nn' carpenter-vb'
extinction-nn' extinguish-vb'
barricade-nn' barricade-vb'
detergent-nn' deterge-vb'
reviewer-nn' review-vb'
hookup-nn' hook-up-vb'
ping-nn' ping-vb'
objection-nn' object-vb'
overuse-nn' overuse-vb'
hat-nn' hat-vb'
payback-nn' pay-back-vb'
answer-nn' answer-vb'
diagnosis-nn' diagnose-vb'
maximisation-nn' maximise-vb'
pacifier-nn' pacify-vb'
takeover-nn' take-over-vb'
smocking-nn' smock-vb'
horsewhipping-nn' horsewhip-vb'
breakdown-nn' break-down-vb'
thaw-nn' thaw-vb'
drafter-nn' draft-vb'
aberrance-nn' aberrate-vb'
spitting-nn' spit-vb'
specialiser-nn' specialise-vb'
spot-welding-nn' spot-weld-vb'
spot-welding-nn' spotweld-vb'
transmigration-nn' transmigrate-vb'
pyramid-nn' pyramid-vb'
macrame-nn' macrame-vb'
convention-nn' convene-vb'
jacket-nn' jacket-vb'
attacker-nn' attack-vb'
poultice-nn' poultice-vb'
abrogator-nn' abrogate-vb'
juggler-nn' juggle-vb'
discussant-nn' discuss-vb'
farce-nn' farce-vb'
glut-nn' glut-vb'
shading-nn' shade-vb'
jerk-nn' jerk-vb'
censor-nn' censor-vb'
rewrite-nn' rewrite-vb'
stroking-nn' stroke-vb'
pad-nn' pad-vb'
enticement-nn' entice-vb'
counting-nn' count-vb'
facing-nn' face-vb'
confederation-nn' confederate-vb'
utility-nn' utilise-vb'
utility-nn' utilize-vb'
